day,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
2021-04-28,152,674,634,193,3345,2605,1221,1754,2853,1252,12874,910,1971,2630,1228,2720,1163,3883,4558,1085,648,248,6637,2937,1281,17013,810
2021-04-29,237,799,696,169,3997,3079,929,2201,1901,1240,8847,949,1736,2035,1012,2511,1412,4474,4080,1127,729,333,4228,3299,1100,14920,574
2021-04-30,268,541,592,621,3568,7189,1127,1786,1543,1045,7398,848,1640,1427,1110,1917,448,4674,4771,0,738,260,8074,3484,655,15551,733
2021-05-01,213,814,530,217,4272,2686,969,1181,590,638,7465,925,1272,553,1048,2178,1468,4188,2841,401,379,156,4838,2642,1257,14335,236
2021-05-02,136,693,412,203,2008,868,887,907,969,87,3600,407,482,479,955,730,598,2002,1993,2261,139,39,605,1120,1098,5323,287
2021-05-03,173,246,410,266,2791,9755,829,1228,3380,381,1616,1004,1558,1726,786,960,1038,1363,1165,555,510,195,394,1670,1075,3149,766
2021-05-04,115,531,675,253,3108,5274,763,1706,1775,981,6727,1080,1542,1999,1129,2333,1188,5514,5118,1047,748,246,5685,3079,872,15464,583
2021-05-05,170,889,599,253,3931,4260,799,1518,3613,1142,9264,1151,1686,2386,999,2143,1711,5188,7484,896,365,328,5980,3322,1245,14230,820
2021-05-06,279,599,545,244,3471,3998,1001,1683,1736,1127,8725,1115,1602,1834,1190,3074,1368,5008,9185,1296,947,373,3263,3426,1031,13470,700
2021-05-07,211,854,630,187,4579,4982,820,1704,1818,1257,7685,1002,1545,1660,1127,2763,1101,6062,8261,0,1327,239,7331,3503,1075,14502,619
2021-05-08,176,625,495,210,3436,5985,912,958,341,694,6895,999,1080,1052,1082,2923,882,5515,5844,176,371,191,4143,2551,887,13100,238
2021-05-09,75,1190,211,210,2156,4337,925,677,316,86,4500,653,260,288,900,893,506,2079,1581,2324,120,29,687,974,713,5785,245
2021-05-10,125,306,320,102,1438,3063,832,1459,2626,355,1231,1293,1339,1647,816,1828,920,4804,670,3601,522,203,401,1725,836,3183,656
2021-05-11,34,566,695,195,4244,2495,766,1783,1794,1141,6872,1386,1845,2358,932,2777,1540,3183,5316,2779,790,300,5190,2999,1193,16318,615
2021-05-12,208,684,595,193,4309,4625,892,2012,2253,1263,9764,1162,1898,2778,1417,2426,1082,5045,4960,2156,732,280,5106,3181,702,15672,853
2021-05-13,237,774,666,167,4140,3476,939,1903,3019,1104,8951,1341,1725,2582,1127,3195,1102,5032,6007,7243,737,304,3881,3213,899,15649,617
2021-05-14,222,536,579,265,4029,4245,688,1724,2512,971,9404,1394,1020,2596,1365,2975,1062,9338,6931,0,294,309,4525,3262,1169,15915,584
2021-05-15,161,734,507,161,4043,6703,883,1197,201,458,7566,1291,982,1584,1091,2894,796,6181,5216,935,450,232,4241,2391,717,15486,250
2021-05-16,61,691,210,190,2554,2826,894,711,147,131,4141,903,691,668,1079,1686,324,5083,828,2814,218,84,641,1167,955,7554,313
2021-05-17,162,676,312,202,1917,2302,1049,1711,3079,359,2125,1522,1822,2231,758,701,1505,2366,1932,667,484,170,450,1461,1100,4001,534
2021-05-18,29,545,663,207,3890,3358,592,1875,2957,979,7133,1896,1827,1942,885,3029,1753,6527,5509,1173,805,446,5714,3703,1004,15779,585
2021-05-19,98,507,586,146,5111,2799,990,1635,3347,1186,10399,1762,1937,1890,830,3440,1215,7029,4827,1590,618,304,5883,3499,1012,16788,835
2021-05-20,109,963,620,152,5182,6054,874,1987,2995,1055,9330,1942,2008,1571,892,3188,1224,7716,4731,1305,850,394,5352,3205,923,17936,829
2021-05-21,438,391,599,129,4801,3545,898,1826,2613,1109,9140,1954,1715,1464,1156,3969,1127,7210,4487,0,581,399,4840,3678,924,16511,1127
2021-05-22,113,586,515,123,4461,5741,730,1182,431,728,10086,1662,1324,174,1415,3589,838,5376,2122,0,351,222,4949,2751,1323,16736,368
2021-05-23,65,896,337,374,2875,4914,735,826,540,159,4526,1175,623,278,1249,2089,700,1180,857,2170,273,83,922,1353,1468,7510,318
2021-05-24,92,140,358,251,1380,2759,899,1492,1976,374,2443,1815,1399,1200,1364,1368,817,1718,3962,1484,758,187,787,1555,1293,4622,987
2021-05-25,146,488,535,199,4942,2677,839,1761,2172,1163,6347,1721,2338,1895,2015,3533,1371,5316,4053,1027,739,293,5488,3662,1109,17477,735
2021-05-26,199,793,600,226,5455,4661,789,1958,2765,1107,11040,1714,2178,1656,2262,2794,984,5857,3785,1635,592,230,5068,3499,1111,16671,616
2021-05-27,130,606,654,201,4099,4168,1205,1972,34,1029,9590,857,1978,1385,1887,2527,644,5681,2964,1212,225,118,3301,2380,1866,12782,1036
2021-05-28,169,369,721,244,4060,3186,993,1707,4310,1045,9582,2998,2007,1415,1917,736,1496,5125,522,1454,695,292,187,4793,1619,1583,663
2021-05-29,58,870,473,239,6643,7494,1015,1062,375,651,8916,1949,1573,284,2429,5576,1039,5397,3183,654,627,201,7925,1578,1677,13653,322
2021-05-30,271,300,246,174,0,2493,811,609,375,214,5574,1619,590,53,1178,2168,598,2403,4916,691,204,83,1517,1227,1588,11037,510
2021-05-31,46,522,344,185,2034,1289,902,1502,3064,415,2230,1952,1568,1388,1016,1087,891,1310,1498,1259,377,330,1260,1740,1385,6113,900
2021-06-01,57,535,620,121,4280,3399,836,1935,3314,1074,7283,2176,1858,1932,1751,3437,907,5235,3939,1202,1080,346,5551,4355,1371,19466,853
2021-06-02,172,745,671,166,4887,4474,801,1879,5060,1241,15133,2470,2105,1792,2403,3551,1317,4299,5258,1274,898,322,7468,2831,1124,23122,815
2021-06-03,184,600,585,245,4620,6132,487,1124,89,904,10605,768,1771,328,2660,3649,675,5102,4187,724,460,84,5945,2904,897,19733,605
2021-06-04,186,1036,456,128,2531,3274,1120,829,2000,543,5958,2152,1318,1009,2421,644,1497,3471,1520,1370,882,444,1079,1885,851,3898,669
2021-06-05,117,621,450,96,3936,2828,912,828,442,571,5893,1316,1109,376,1992,4468,649,4041,3093,970,371,198,4410,3114,1561,16939,366
2021-06-06,66,1177,350,121,3070,3436,1028,444,307,180,5019,1650,259,163,1982,1666,492,2685,1190,145,168,143,1594,1264,1365,9959,420
2021-06-07,44,680,286,140,2400,1684,877,1229,1190,406,2049,1106,2032,2073,1422,1249,416,3297,386,628,188,52,7586,1652,1259,5074,311
2021-06-08,59,775,550,156,3427,1876,744,1982,0,1130,9444,3034,1895,2531,1412,1876,0,5587,3431,1145,0,20,2731,1599,972,8022,1315
2021-06-09,64,785,677,173,6733,0,714,1780,8716,1330,12716,1025,2293,2042,1345,6487,1784,5118,6092,1020,1770,72,9782,6277,836,4192,1044
2021-06-10,192,870,795,81,4947,6406,631,1153,2764,1461,11043,2252,2194,1710,3911,2645,1576,4700,4072,1227,755,1378,5341,3840,1349,23033,918
2021-06-11,374,653,716,184,4146,1979,822,1638,3072,1072,10758,1766,2229,1538,2451,3715,1103,5745,4372,2140,1041,453,5635,4043,922,22875,870
2021-06-12,65,969,604,95,5565,4057,1254,889,672,806,10653,1138,1001,448,2111,2877,610,4578,2326,1294,609,222,5370,2786,1130,21221,423
2021-06-13,70,734,314,112,2005,4131,1150,683,258,221,4542,915,407,128,2034,1156,254,2331,592,1504,324,76,719,1296,1309,9272,447
2021-06-14,163,900,383,563,1805,2837,810,1309,3525,309,1862,1387,1578,1568,2575,1117,608,2689,3520,2249,955,226,690,1969,902,5309,884
2021-06-15,67,712,726,402,5347,4340,570,1439,3667,1356,9719,1789,2363,1529,2358,3622,961,3979,4341,379,940,486,7116,4386,662,23227,658
2021-06-16,46,1083,503,184,5885,3679,889,1609,2931,1461,10452,1869,2096,1900,2328,2647,1055,6619,4701,460,989,346,5381,3278,806,22582,749
2021-06-17,37,649,620,136,5253,2235,800,1355,2778,1242,8924,1715,2437,1479,2457,3114,756,7666,5022,2626,581,390,4614,2991,635,15054,926
2021-06-18,200,852,684,127,4998,3186,771,1522,3087,1346,10449,1240,1391,1285,2555,3118,1010,10807,2113,475,962,350,9850,3401,1263,27706,696
2021-06-19,125,941,499,164,4737,2841,1014,779,459,862,8675,1248,875,175,2639,2512,503,11497,6367,165,277,206,5487,3229,816,20483,359
2021-06-20,37,1208,225,91,4567,2013,905,661,288,119,5161,606,384,67,2178,964,373,10462,344,1056,340,52,680,1475,472,9582,277
2021-06-21,69,730,393,164,2160,989,795,1168,3997,587,1587,1206,1479,1889,2114,805,691,13666,883,571,931,22,846,941,1018,4854,855
2021-06-22,19,855,720,205,5046,3025,690,1166,3316,1196,7379,1711,1800,1896,2186,2339,1052,13666,4178,36374,674,57,5864,4368,659,23097,710
2021-06-23,106,457,511,172,4224,1424,602,1607,1805,1491,10341,1190,1581,1368,2377,2358,638,9669,4422,1622,181,1039,4587,2914,580,19508,622
2021-06-24,85,858,645,225,3535,651,665,1340,2941,1142,8435,2130,1727,1262,2391,1391,933,9999,3530,3772,810,288,5235,3363,629,17951,691
2021-06-25,145,400,661,103,2088,3424,856,1013,3265,1453,8043,1582,1588,861,2693,716,672,8231,3954,852,594,328,5620,3259,1071,20994,595
2021-06-26,110,859,471,143,3016,2610,786,875,242,1064,8523,932,691,177,2002,1410,530,5692,1681,1288,266,284,4380,2858,608,18932,235
2021-06-27,80,779,248,89,1719,1753,920,534,459,238,4004,531,339,82,2098,847,190,4696,483,588,206,124,715,1619,475,7965,199
2021-06-28,33,983,414,148,1281,775,666,695,2698,437,2071,1100,1258,1530,1115,599,492,5000,2498,489,543,14,425,1635,317,4285,558
2021-06-29,30,709,552,135,2903,4296,618,1282,989,1066,6337,730,1428,1797,1783,2181,281,5000,3566,2871,44,275,4067,3088,350,19208,370
2021-06-30,30,516,342,197,1683,1268,825,1101,2575,839,8686,676,1389,1744,1733,975,608,5789,775,3187,202,510,1228,1591,398,7762,514
2021-07-01,180,513,665,149,3438,1017,690,990,2788,948,7106,916,1386,1150,462,1997,885,7985,2296,796,566,284,3712,2914,701,15943,653
2021-07-02,61,745,575,178,3618,2173,620,836,2094,1212,7579,663,1381,806,1536,2399,855,3415,2671,572,312,350,5472,2978,585,19467,419
2021-07-03,74,645,495,120,3211,2020,721,634,245,571,5386,662,597,30,1571,2605,271,4279,2533,410,1011,222,5412,2645,480,16650,233
2021-07-04,26,1121,221,155,1906,731,1013,663,426,210,3289,317,211,27,1248,1405,245,2223,415,485,51,69,624,1088,647,6451,195
2021-07-05,86,281,302,137,1210,572,609,1091,2576,445,1796,678,1238,1014,441,660,439,2374,774,1633,2477,190,427,1313,348,4231,593
2021-07-06,14,771,719,139,3235,1408,594,1036,2488,1220,7294,852,1678,1153,475,2147,778,3561,3380,726,-47,347,4748,3091,317,19132,427
2021-07-07,123,642,543,191,2852,1886,697,1223,2177,991,7367,830,1721,1225,1519,1759,447,3397,2351,664,-850,378,3786,2338,517,14889,504
2021-07-08,176,538,701,230,3088,882,577,1004,2857,972,6428,836,1227,976,1154,1525,889,3996,2229,911,335,231,3808,2988,489,14453,647
2021-07-09,104,628,718,146,4479,3781,667,1208,2422,996,5631,1043,1441,736,1151,2190,577,3852,2922,763,377,396,3873,2612,633,14712,394
2021-07-10,54,526,492,164,3810,567,599,726,840,674,6801,614,911,146,1300,1961,392,4363,3318,556,201,174,4121,2669,275,7684,183
2021-07-11,13,337,267,131,2281,0,478,404,168,97,3019,329,326,20,710,923,142,1199,751,110,35,135,534,965,299,5218,256
2021-07-12,14,202,250,150,1297,396,720,909,1875,312,1097,407,1335,387,373,383,187,2320,770,276,217,64,492,1033,275,3122,370
2021-07-13,11,263,578,104,2513,981,419,742,4460,1018,6208,1157,1762,1075,58,2290,729,3057,1945,524,547,346,4217,2477,120,10546,419
2021-07-14,52,659,552,130,2230,1331,663,902,1868,1078,7770,751,1677,1149,1304,2145,736,3526,1679,386,581,0,5010,2773,370,16237,538
2021-07-15,51,170,616,115,1660,2994,453,1094,2462,912,7883,810,1500,791,1310,1184,598,3535,6386,731,220,732,2728,2389,509,12196,369
2021-07-16,49,306,584,113,2555,0,753,1077,2001,841,5866,777,1645,640,943,1250,448,2523,2647,293,624,389,2087,2152,395,11475,482
2021-07-17,20,536,515,176,2915,1082,517,921,307,698,6152,564,869,84,975,1333,224,3416,3653,0,123,259,4292,1925,147,17095,232
2021-07-18,16,399,230,183,2131,442,498,401,247,127,2707,339,317,45,849,638,120,1217,987,422,70,57,408,711,216,2783,187
2021-07-19,49,166,273,140,1190,185,474,872,866,317,1068,261,1334,957,240,339,106,2239,590,322,100,50,216,764,177,3144,317
2021-07-20,14,246,509,114,654,359,480,990,4304,352,5148,886,1872,476,358,354,580,2645,1174,602,451,354,772,1688,527,4798,442
2021-07-21,14,476,651,121,3088,1457,577,969,3277,427,5751,832,1629,593,563,1814,537,3020,3428,815,286,366,3071,2648,382,18435,609
2021-07-22,87,234,601,129,2377,1476,517,885,3553,451,6136,656,1265,561,1279,1256,373,2439,3525,319,160,302,4221,1963,299,13093,524
2021-07-23,11,248,412,131,1941,943,868,789,1618,434,7161,547,1574,524,898,1120,451,2313,3403,1973,270,164,64036,2380,457,12086,368
2021-07-24,81,531,295,112,1641,565,759,557,2151,424,4911,495,707,104,607,700,74,2316,1718,163,190,264,7299,1704,169,5896,215
2021-07-25,16,479,260,70,1125,630,712,447,407,33,2989,271,309,15,611,945,149,1119,839,18,130,52,1400,765,202,3994,269
2021-07-26,35,63,231,87,774,357,636,676,2186,400,1199,581,1539,656,213,409,260,5174,332,222,313,150,767,1026,282,2471,403
2021-07-27,12,328,445,78,1337,1016,582,689,3520,575,5192,1060,1241,649,187,831,562,2181,3806,893,696,293,2549,2350,119,11877,523
2021-07-28,54,360,489,81,1417,986,636,700,4737,1012,6071,499,1600,751,797,995,429,3405,3778,264,197,311,3162,2051,180,11636,451
2021-07-29,20,180,568,114,2025,651,676,515,3223,949,5668,583,1432,647,1019,1038,473,2457,1441,177,263,256,3111,1887,234,11313,401
2021-07-30,55,337,529,80,1301,732,738,698,1132,635,5794,659,1535,388,992,956,354,2292,5076,287,256,177,1593,1590,161,10103,402
2021-07-31,13,313,337,62,1396,829,762,373,1953,339,6309,500,671,45,463,942,159,2357,2823,111,76,116,4441,1425,238,9390,171
2021-08-01,6,109,176,66,627,256,699,271,413,37,6762,280,261,19,495,643,98,2246,481,25,154,38,972,655,333,3873,358
2021-08-02,39,62,231,58,638,82,705,421,3430,204,2261,631,1045,468,132,524,257,2111,1157,194,144,93,699,890,137,1939,323
2021-08-03,2,215,390,42,553,752,324,556,3182,642,168,531,2044,758,37,772,336,3079,3450,222,365,158,1847,1508,249,9942,372
2021-08-04,44,411,587,106,1906,0,633,716,3313,714,5292,506,1104,656,872,738,334,3252,4289,224,284,180,1601,1710,116,10490,459
2021-08-05,59,468,343,52,1595,1187,665,906,2977,626,4921,569,1264,607,570,644,470,2188,3319,249,221,160,3161,1483,236,10099,445
2021-08-06,88,184,455,76,1267,926,992,447,3689,603,5270,417,1164,547,423,690,244,6732,1959,241,280,155,3036,1817,140,10557,272
2021-08-07,10,250,400,48,1675,636,583,337,559,314,4488,400,660,74,406,723,131,2522,12417,103,244,107,1717,1521,76,8973,159
2021-08-08,0,103,156,43,484,286,321,234,382,19,2189,703,173,50,321,323,56,1254,1680,0,22,31,608,544,69,3726,117
2021-08-09,33,21,294,16,386,182,594,462,3764,202,1003,443,1112,390,121,100,162,987,1202,172,273,87,422,747,158,1798,411
2021-08-10,1,137,430,99,1456,549,447,750,4139,603,4133,371,1400,480,194,571,402,1532,1979,312,258,185,1883,2038,442,10455,216
2021-08-11,45,208,350,44,1040,592,662,789,2848,589,4654,337,1432,399,579,825,313,2117,4037,165,282,166,1815,1801,286,8701,367
2021-08-12,8,160,378,66,1362,442,661,627,2803,701,4525,513,1232,474,422,712,243,2287,4713,221,8,185,1563,1811,149,9244,348
2021-08-13,9,81,354,27,1118,251,600,926,2267,437,3517,0,1340,433,449,658,281,2560,4363,0,183,0,1356,1525,131,8898,0
